"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MNPN","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00454679","LIND 3 NE, WA US","2009-08",,"508","181","3","1","0","0","0","0","0","29","11","41","0","0.0","0.15","102","12.31","28","15","59","85","0.33",,"0.0","70.7","88.0","53.3",,,,,"1895.8",,,
"USC00454679","LIND 3 NE, WA US","2009-09",,"592","84","1","1","0","0","0","1","0","27","6","32","0","0.0","0.15","93","8.22","128","99","52","77","0.15",,"0.0","64.5","82.1","46.9",,,,,"1894.6",,,
"USC00454679","LIND 3 NE, WA US","2009-10",,"592","0","9","5","0","0","0","12","0","0","0","19","0","0.0","0.45","69",,"683","555",,,"1.54",,"0.0","46.4","57.5","35.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2009-11",,"592","0","8","2","0","0","0","21","0","0","0","16","0","0.0","0.33","57",,"1444","761",,,"0.83",,"0.0","38.7","46.9","30.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2009-12",,"592","0","7","3","3","2","2","29","19","0","0","0","2","1.8","0.59","46",,"2652","1208",,,"1.27",,"3.7","24.5","31.7","17.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-01",,"0","0","12","7","1","1","0","13","0","0","0","21","1","1.0","0.39","54",,"3500","847",,,"1.43",,"1.0","37.7","43.1","32.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-02",,"0","0","10","2","0","0","0","15","0","0","0","24","0","0.0","0.18","56",,"4161","661",,,"0.81",,"0.0","40.4","48.8","32.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-03",,"0","0","6","3","0","0","0","18","0","0","0","23","0","0.0","0.38","68",,"4773","611",,,"0.73",,"0.0","44.1","56.1","32.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-04",,"0","0","10","6","0","0","0","11","0","5","0","23","0","0.0","0.26","80","6.05","5236","464","42","66","1.20",,"0.0","49.5","62.1","37.0",,,,,"3045.3",,,
"USC00454679","LIND 3 NE, WA US","2010-05",,"2","2","8","4","0","0","0","11","0","10","0","24","0","0.0","0.64","83","6.83","5635","399","47","71","1.81",,"0.0","52.2","66.5","37.9",,,,,"2190.3",,,
"USC00454679","LIND 3 NE, WA US","2010-06",,"26","23","5","3","0","0","0","0","0","20","0","41","0","0.0","0.71","86","7.90","5784","148","55","81","1.37",,"0.0","60.8","75.0","46.7",,,,,"1748.5",,,
"USC00454679","LIND 3 NE, WA US","2010-07",,"212","186","4","1","0","0","0","0","0","30","19","39","0","0.0","0.17","97","12.23","42","42","58","86","0.32",,"0.0","70.0","87.9","52.1",,,,,"2053.6",,,
"USC00454679","LIND 3 NE, WA US","2010-08",,"365","153","2","0","0","0","0","0","0","29","10","36","0","0.0","0.07","97","11.39","87","45","56","83","0.09",,"0.0","68.8","85.0","52.6",,,,,"2098.4",,,
"USC00454679","LIND 3 NE, WA US","2010-09",,"386","20","6","4","0","0","0","0","0","19","0","37","0","0.0","0.29","86","6.63","214","127","48","72","0.79",,"0.0","61.5","75.5","47.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-10",,"393","7","12","5","0","0","0","5","0","7","0","26","0","0.0","0.46","86",,"626","412",,,"1.41",,"0.0","51.9","64.0","39.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-11",,"393","0","16","5","9","4","1","18","9","0","0","-13","7","2.9","0.38","62",,"1513","887",,,"1.65",,"9.7","35.4","43.5","27.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2010-12",,"393","0","13","8","20","1","0","27","7","0","0","7","6","2.0","0.41","51",,"2522","1009",,,"1.67",,"3.3","32.4","37.5","27.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-01",,"0","0","13","4","6","1","0","25","8","0","0","7","3","2.8","0.23","56",,"3538","1016",,,"1.09",,"3.1","32.2","38.2","26.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-02",,"0","0","4","1",,,"0","25","5","0","0","4",,,"0.12","57",,"4438","900",,,"0.32",,,"32.9","41.2","24.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-03",,"0","0","15","4",,,"0","18","0","0","0","26",,,"0.33","64",,"5134","696",,,"1.29",,,"42.5","51.9","33.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-04",,"0","0","10","4",,,"0","14","0","0","0","21",,,"0.42","68","4.93","5760","627","36","58","1.03",,,"44.1","56.4","31.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-05",,"0","0","11","3",,,"0","4","0","10","0","30",,,"0.58","77","6.35","6126","366","43","69","1.65",,,"53.2","66.6","39.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-06",,"24","23","6","1",,,"0","0","0","24","1","35",,,"0.20","90","9.11","6289","163","49","77","0.35",,,"60.3","75.4","45.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-07",,"143","120","2","2",,,"0","0","0","31","7","41",,,"0.25","95","11.47","13","13","53","82","0.37",,,"68.4","85.8","51.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-08",,"335","192","0","0",,,"0","0","0","31","12","44",,,"0.00","98","11.65","16","3","54","83","0.00",,,"71.1","89.0","53.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-09",,"519","184","3","0",,,"0","0","0","30","13","42",,,"0.03","98","8.48","51","34","48","75","0.08",,,"70.0","85.8","54.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-10",,"524","5","6","4",,,"0","2","0","8","0","20",,,"0.36","82",,"359","308",,,"0.83",,,"54.9","65.0","44.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-11",,"524","0","8","1","0","0","0","24","1","0","0","16","0","0.3","0.12","59",,"1189","830",,,"0.40",,"0.4","37.3","48.0","26.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2011-12",,"524","0","5","2","0","0","0","28","12","0","0","8","0","0.1","0.27","51",,"2340","1151",,,"0.52",,"0.1","27.9","35.4","20.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-01",,"0","0","6","3","11","3","0","26","6","0","0","7","10","6.0","0.29","54",,"3413","1073",,,"0.82",,"11.0","30.4","38.6","22.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-02",,"0","0","9","4","0","0","0","22","0","0","0","16","0","0.1","0.30","55",,"4227","814",,,"0.88",,"0.1","36.9","45.2","28.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-03",,"0","0","14","7","0","1","0","15","0","0","0","17","0","2.0","0.47","66",,"4947","720",,,"2.12",,"2.0","41.8","51.9","31.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-04",,"3","3","8","5",,,"0","8","0","6","0","27",,,"0.55","84","4.95","5396","449","42","67","1.29",,,"50.1","62.8","37.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-05",,"10","7","5","1",,,"0","4","0","17","1","26",,,"0.13","90","8.06","5720","324","46","73","0.24",,,"54.8","70.0","39.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-06",,"48","38","9","5",,,"0","0","0","23","0","34",,,"1.04","88","8.10","5859","139","53","78","2.34",,,"61.6","75.2","48.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-07",,"324","276","5","3",,,"0","0","0","31","15","40",,,"0.98","103","10.64","7","7","62","88","1.51",,,"73.7","90.3","57.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-08",,"558","234","2","0",,,"0","0","0","30","16","42",,,"0.04","103","11.76","24","17","57","85","0.06",,,"72.2","90.1","54.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-09",,"579","21","0","0",,,"0","0","0","29","2","33",,,"0.00","93","7.65","115","90","50","75","0.00",,,"62.7","81.0","44.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-10",,"579","0","11","6",,"0","0","10","0","8","0","27",,"0.0","0.26","78",,"583","468",,,"1.39",,"0.0","49.9","62.3","37.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-11",,"579","0","13","6",,"1","0","7","0","0","0","23",,"1.0","0.66","65",,"1186","603",,,"2.51",,"1.0","44.9","51.2","38.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2012-12",,"579","0","16","8",,"4","0","13","1","0","0","24",,"2.3","0.31","57",,"2016","830",,,"1.89",,"10.5","38.2","42.5","33.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-01",,"0","0","7","2","9","2","0","27","20","0","0","10","5","4.5","0.52","50",,"3173","1156",,,"0.74",,"5.9","27.7","32.8","22.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-02",,"0","0","3","2","0","0","0","24","0","0","0","24","0","0.8","0.22","54",,"3927","754",,,"0.40",,"0.8","38.1","47.1","29.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-03",,"0","0","5","2","0","0","0","16","0","1","0","21","0","0.0","0.16","71",,"4553","626",,,"0.40",,"0.0","44.1","55.9","32.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-04",,"0","0","5","2",,,"0","12","0","5","0","22",,,"0.22","77","5.64","5050","498","42","63","0.50",,,"48.4","61.6","35.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-05",,"24","24","6","3",,,"0","3","0","16","1","21",,,"0.21","91","7.10","5312","261","51","75","0.60",,,"57.3","72.9","41.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-06",,"99","75","7","5",,,"0","0","0","27","3","38",,,"0.39","95","7.83","5414","102","57","81","1.36",,,"64.1","78.7","49.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-07",,"382","282","0","0","0","0","0","0","0","31","21","47","0","0.0","0.00","104","12.52","0","0","63","90","0.00",,"0.0","74.1","93.3","54.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-08",,"618","236","5","4",,,"0","0","0","31","15","49",,,"0.43","95","9.39","2","2","60","84","1.10",,,"72.6","88.7","56.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-09",,"763","145","7","3",,,"0","0","0","21","10","37",,,"0.23","96","6.65","127","125","54","75","0.83",,,"65.7","79.5","51.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-10",,"763","0","2","0","0","0","0","10","0","6","0","22","0","0.0","0.03","73",,"624","497",,,"0.05",,"0.0","49.0","63.1","34.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-11",,"763","0","8","3","0","0","0","17","2","0","0","12","0","0.2","0.25","61",,"1469","845",,,"0.66",,"0.2","36.8","45.8","27.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2013-12",,"763","0","4","2","3","1","1","30","13","0","0","-2","2","2.2","0.16","50",,"2663","1194",,,"0.37",,"2.2","26.5","34.9","18.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-01",,"0","0","7","1","1","1","0","26","10","0","0","13","1","1.0","0.49","51",,"3658","996",,,"0.69",,"1.7","32.9","38.7","27.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-02",,"0","0","13","4","7","3","1","20","9","0","0","0","3","3.4","0.23","53",,"4600","942",,,"0.98",,"9.5","31.4","38.1","24.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-03",,"0","0","10","7","1","1","0","14","1","0","0","21","2","1.7","0.54","62",,"5241","641",,,"1.36",,"1.7","44.3","55.9","32.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-04",,"0","0","6","3",,,"0","5","0","4","0","28",,,"0.37","76","6.68","5682","441","42","65","0.78",,,"50.3","63.9","36.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-05",,"12","12","2","1",,,"0","0","0","22","0","33",,,"0.19","86","9.13","5900","218","50","77","0.21",,,"58.4","74.7","42.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-06",,"44","32","5","3",,,"0","0","0","27","0","38",,,"0.44","88","10.45","5969","69","54","80","0.90",,,"63.8","79.1","48.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-07",,"400","355","1","1","0","0","0","0","0","31","24","44","0","0.0","0.26","103","14.89","8","8","61","88","0.26",,"0.0","76.2","94.2","58.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-08",,"649","250","5","3",,,"0","0","0","31","16","48",,,"0.24","102","12.28","10","2","60","86","0.61",,,"73.0","89.5","56.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-09",,"695","45","0","0","0","0","0","0","0","29","1","40","0","0.0","0.00","90","9.54","71","61","52","77","0.00",,"0.0","64.5","80.3","48.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-10",,"695","0","9","6","0","0","0","1","0","13","0","29","0","0.0","0.28","83",,"387","316",,,"1.11",,"0.0","54.8","67.0","42.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-11",,"695","0","8","4",,"0","0","17","1","0","0","6",,"0.2","0.27","64",,"1218","830",,,"0.78",,"0.2","37.3","46.6","28.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2014-12",,"695","0","15","6",,"0","0","18","6","0","0","10",,"0.2","0.22","62",,"2112","894",,,"1.28",,"0.2","36.2","42.3","30.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-01",,"0","0","11","5",,"1","0","15","4","0","0","14",,"1.2","0.61","53",,"3018","906",,,"1.45",,"1.8","35.8","40.5","31.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-02",,"0","0","8","3",,,"0","5","0","0","0","28",,,"0.49","62",,"3556","538",,,"0.93",,,"45.8","54.0","37.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-03",,"0","0","7","4",,"0","0","6","0","5","0","24",,"0.0","0.52","73",,"3991","435",,,"1.23",,"0.0","51.0","62.8","39.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-04",,"0","0","2","1",,"0","0","5","0","9","0","28",,"0.0","0.22","80","6.53","4415","424","40","67","0.24",,"0.0","50.9","65.1","36.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-05",,"32","32","6","1",,"0","0","1","0","28","0","30",,"0.0","0.38","88","9.04","4557","142","51","79","0.56",,"0.0","61.4","76.7","46.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-06",,"247","215","0","0",,,"0","0","0","30","11","38",,,"0.00","109","13.44","4578","21","59","86","0.00",,,"71.5","89.1","53.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-07",,"534","287","0","0",,,"0","0","0","31","18","41",,,"0.00","101","14.96","8","8","61","89","0.00",,,"74.0","91.3","56.7",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-08",,"769","235","1","0",,,"0","0","0","31","13","44",,,"0.06","101","12.55","18","9","58","85","0.06",,,"72.3","89.5","55.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-09",,"791","22","3","1",,,"0","1","0","23","2","30",,,"0.49","91","7.31","196","179","49","74","0.56",,,"59.8","75.7","43.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-10",,"791","0","8","2","0","0","0","1","0","16","0","30","0","0.0","0.16","82",,"467","271",,,"0.50",,"0.0","56.3","69.3","43.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-11",,"791","0","10","3",,,"0","19","4","0","0","7",,,"0.23","59",,"1326","858",,,"0.74",,,"36.4","44.8","28.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2015-12",,"791","0","17","10",,"7","0","22","8","0","0","12",,"2.5","0.81","60",,"2311","985",,,"2.90",,"13.4","33.2","38.6","27.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-01",,"0","0","13","9","19","0","0","19","4","0","0","6","8","0.8","0.36","53",,"3268","957",,,"1.90",,"1.4","34.1","39.6","28.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-02",,"0","0","6","1","0","0","0","10","0","0","0","23","0","0.0","0.13","60",,"3910","642",,,"0.42",,"0.0","42.9","51.6","34.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-03",,"0","0","14","8","0","0","0","8","0","0","0","28","0","0.0","0.79","68",,"4491","580",,,"2.47",,"0.0","46.3","56.3","36.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-04",,"2","2","4","3","0","0","0","2","0","15","0","32","0","0.0","0.56","85","6.21","4759","269","47","73","0.94",,"0.0","56.1","70.6","41.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-05",,"11","8","4","3","0","0","0","0","0","25","0","37","0","0.0","0.47","84","8.29","4920","160","51","78","1.16",,"0.0","60.1","75.1","45.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-06",,"132","121","5","2","0","0","0","0","0","27","9","38","0","0.0","0.42","98","10.58","4994","74","55","84","0.65",,"0.0","66.6","82.9","50.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-07",,"289","157","4","1",,,"0","0","0","31","11","46",,,"0.29","98","11.55","15","15","59","85","0.37",,,"69.6","85.7","53.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-08",,"478","189","2","0","0","0","0","0","0","31","17","45","0","0.0","0.03","96","11.60","18","3","58","86","0.06",,"0.0","71.0","89.0","53.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-09",,"495","16","4","2",,,"0","0","0","26","0","33",,,"0.18","87","6.89","185","168","49","74","0.32",,,"60.0","75.6","44.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-10",,"495","0","18","11",,"0","0","1","0","3","0","31",,"0.0","0.94","72",,"576","390",,,"4.12",,"0.0","52.4","61.6","43.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-11",,"495","0","11","5",,"0","0","2","0","0","0","26",,"0.0","0.47","68",,"1099","523",,,"1.23",,"0.0","47.6","56.1","39.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2016-12",,"495","0","8","3","26","3","1","29","13","0","0","-4","4","5.0","0.33","48",,"2296","1197",,,"0.72",,"11.4","26.4","33.0","19.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-01",,"0","0","10","4","21","4","0","30","17","0","0","1","6","2.5","0.42","42",,"3591","1295",,,"1.30",,"7.6","23.2","28.4","18.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-02",,"0","0","14","8","16","4","0","22","4","0","0","13","6","3.2","0.52","53",,"4511","920",,,"2.56",,"8.9","32.1","39.1","25.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-03",,"0","0","18","9","0","0","0","10","0","0","0","28","0","0.0","0.37","61",,"5143","632",,,"2.20",,"0.0","44.6","52.9","36.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-04",,"0","0","8","3","0","0","0","6","0","0","0","27","0","0.0","0.34","66","5.20","5612","469","42","64","1.17",,"0.0","49.4","60.7","38.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-05",,"52","52","10","1",,,"0","0","0","20","3","33",,,"0.15","94","7.04","5830","217","50","79","0.55",,,"59.7","75.1","44.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-06",,"145","93","5","2",,,"0","0","0","28","8","36",,,"0.32","97","9.63","5902","72","56","84","0.59",,,"65.7","82.0","49.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-07",,"398","253","0","0",,,"0","0","0","31","23","47",,,"0.00","100","12.90","0","0","62","91","0.00",,,"73.2","91.8","54.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-08",,"675","276","1","0",,,"0","0","0","31","18","43",,,"0.02","101","10.71","4","4","58","86","0.02",,,"73.8","92.0","55.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-09",,"767","93","3","2",,,"0","0","0","23","7","36",,,"0.22","97","7.33","136","131","52","75","0.44",,,"63.7","78.5","48.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-10",,"767","0","8","4",,"0","0","7","0","1","0","26",,"0.0","0.43","70",,"633","497",,,"1.22",,"0.0","49.0","61.6","36.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-11",,"767","0","15","7",,"0","0","8","0","0","0","24",,"0.8","0.52","64",,"1318","685",,,"2.07",,"1.0","42.2","49.3","35.0",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2017-12",,"767","0","9","4",,"2","0","25","11","0","0","14",,"2.0","0.55","49",,"2347","1028",,,"1.39",,"4.2","31.8","36.2","27.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-01",,"0","0","13","6","0","0","0","10","1","0","0","24","0","0.0","0.63","54",,"3165","818",,,"1.78",,"0.0","38.6","44.1","33.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-02",,"0","0","5","2",,"1","0","19","3","0","0","15",,"4.0","0.43","60",,"3935","771",,,"0.94",,"4.7","37.5","45.6","29.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-03",,"0","0","7","5",,"1","0","13","0","0","0","27",,"1.0","0.37","66",,"4578","642",,,"1.15",,"1.0","44.3","54.8","33.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-04",,"4","4","9","5",,"0","0","3","0","5","0","27",,"0.0","0.48","86","5.07","5007","430","43","66","1.73",,"0.0","50.8","62.4","39.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-05",,"43","38","8","4",,"0","0","0","0","28","0","35",,"0.0","0.57","88","7.88","5089","82","56","83","1.34",,"0.0","63.6","78.3","48.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-06",,"98","55","2","0",,"0","0","0","0","27","0","37",,"0.0","0.04","89","9.83","5166","76","53","81","0.08",,"0.0","64.3","80.0","48.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-07",,"365","267","1","0",,"0","0","0","0","31","22","45",,"0.0","0.04","101","13.07","12","12","58","88","0.04",,"0.0","73.2","91.7","54.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-08",,"567","201","1","0",,"0","0","0","0","31","12","41",,"0.0","0.02","106","10.08","37","25","57","84","0.02",,"0.0","70.7","88.2","53.2",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-09",,"577","10","0","0",,"0","0","2","0","27","0","32",,"0.0","0.00","88","7.06","218","181","50","75","0.00",,"0.0","59.3","75.3","43.4",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-10",,"577","0","6","3",,"0","0","11","0","2","0","24",,"0.0","0.15","70",,"722","504",,,"0.54",,"0.0","48.7","61.9","35.6",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-11",,"577","0","11","6",,"0","0","18","0","0","0","13",,"0.0","0.29","64",,"1526","804",,,"1.23",,"0.0","38.2","47.8","28.5",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2018-12",,"577","0","14","5",,"1","0","22","3","0","0","17",,"1.0","0.43","51",,"2450","924",,,"1.53",,"3.4","35.2","40.5","29.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-01",,"0","0","9","5",,"0","0","22","5","0","0","21",,"0.0","0.39","49",,"3395","945",,,"1.46",,"0.0","34.5","39.9","29.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-02",,"0","0","12","5","24","8","0","27","17","0","0","4","8","4.0","0.16","49",,"4504","1109",,,"1.06",,"17.6","25.4","31.6","19.1",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-03",,"0","0","7","2","16","1","0","19","5","0","0","4","6","2.8","0.26","64",,"5350","846",,,"0.60",,"3.6","37.7","47.4","27.9",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-04",,"0","0","8","4",,"0","0","0","0","5","0","34",,"0.0","0.21","73","5.26","5722","371","45","68","0.89",,"0.0","52.6","63.5","41.8",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-05",,"14","14","4","2",,"0","0","0","0","23","0","35",,"0.0","0.25","85","7.85","5869","147","50","77","0.50",,"0.0","60.7","75.1","46.3",,,,,,,,
"USC00454679","LIND 3 NE, WA US","2019-06",,"95","81","3","1",,"0","0","0","0","28","4","39",,"0.0","0.15","93","10.43","5940","72","55","83","0.20",,"0.0","65.3","81.7","48.9",,,,,,,,
